Precinct,Bennet,,,Biden,,,Bloomberg,,,Buttigieg,,,Delaney,,,Gabbard,,,Klobuchar,,,Patrick,,,Sanders,,,Steyer,,,Warren,,,Yang,,,Other,,,Uncommitted,,
Franktdn,0,0,0,31,37,0.4395,0,0,0,76,87,0.8791,0,0,0,0,0,0,36,44,0.4395,0,0,0,38,52,0.8791,14,0,0,0,0,0,26,0,0,0,0,0,1,0,0
Washington,0,0,0,39,46,0.8791,0,0,0,30,36,0.8791,0,0,0,0,0,0,20,23,0.4395,0,0,0,30,31,0.4395,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Brown,1,1,0,18,0,0,0,0,0,18,22,0.4395,0,0,0,0,0,0,20,26,0.4395,0,0,0,19,22,0.4395,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Grant,0,0,0,14,15,0.4395,0,0,0,2,0,0,0,0,0,0,0,0,7,14,0.4395,0,0,0,3,0,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0
Marion township,0,0,0,20,32,0.4395,3,0,0,15,0,0,0,0,0,0,0,0,24,36,0.4395,0,0,0,18,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0
Fairfax Township,0,0,0,17,21,0.4395,3,0,0,26,28,0.4395,0,0,0,0,0,0,13,23,0.4395,0,0,0,9,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0
Hiawatha 2,0,0,0,16,21,0.4395,0,0,0,19,25,0.4395,0,0,0,1,0,0,4,1,0,0,0,0,47,58,0.8791,2,0,0,13,0,0,2,0,0,0,0,0,1,0,0
Marion 05,0,0,0,51,53,0.4395,0,0,0,68,87,1.3186,0,0,0,1,0,0,49,57,0.8791,0,0,0,41,57,0.8791,6,0,0,40,0,0,11,0,0,0,0,0,5,18,0
Hiawatha 1,0,0,0,37,40,0.4395,0,0,0,29,35,0.4395,0,0,0,0,0,0,42,55,0.8791,0,0,0,46,55,0.8791,8,0,0,25,0,0,2,0,0,0,5,0,0,0,0
Monroe 1,0,0,0,27,28,0.4395,0,0,0,21,22,0.4395,0,0,0,0,0,0,22,24,0.4395,0,0,0,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0
College,0,0,0,9,0,0,0,0,0,13,24,0.4395,0,0,0,3,0,0,7,22,0,0,0,0,4,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0
Maine,0,0,0,8,0,0,0,0,0,13,19,0.4395,0,0,0,0,0,0,18,27,0.4395,0,0,0,28,32,0.4395,5,0,0,11,0,0,3,0,0,0,0,0,0,0,0
Hiawatha4,0,0,0,4,4,0,0,0,0,9,9,0.4395,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0
Buffalo,0,0,0,11,11,0.4395,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,1,0,0,0,0,0,0,0
Spring Grove,0,0,0,9,9,0.4395,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0
Botrder,0,0,0,12,12,0.4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,1,1,0
Ctdnton,0,0,0,11,17,0.4395,0,0,0,13,23,0.4395,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,0,0,0,6,0,0,0,0
Bertram,0,0,0,51,54,0.4395,0,0,0,51,69,0.8791,0,0,0,0,0,0,52,56,0.4395,0,0,0,45,50,0.4395,14,0,0,55,57,0.8791,16,0,0,0,0,0,3,0,0
Cedar Rapids 16,0,0,0,16,0,0,0,0,0,46,67,0.8791,0,0,0,2,0,0,18,0,0,0,0,0,95,101,0.8791,0,0,0,53,65,0.8791,14,0,0,0,0,0,0,0,0
Cedar Rapids 17,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,34,39,0.4395,0,0,0,91,96,1.3186,2,0,0,52,61,0.8791,5,0,0,1,0,0,4,0,0
Cedar Rapids 33,0,0,0,19,0,0,0,0,0,14,27,0.4395,0,0,0,2,0,0,10,0,0,0,0,0,61,67,1.3186,0,0,0,33,43,0.8791,6,0,0,0,0,0,2,0,0
Cedar Rapids 19,0,0,0,38,43,0.4395,0,0,0,47,62,0.8791,0,0,0,0,0,0,27,0,0,0,0,0,60,65,0.8791,6,0,0,50,59,0.8791,6,0,0,0,0,0,0,0,0
Cedar Rapids 26,0,0,0,55,45,0,0,0,0,90,98,0.8791,0,0,0,1,1,0,73,92,0.8791,0,0,0,128,137,1.3186,4,0,0,129,133,0.8791,31,5,0,0,0,0,0,0,0
Mount Vernon South,0,0,0,43,0,0,0,0,0,84,127,0.8791,0,0,0,0,0,0,42,0,0,0,0,0,140,144,1.3186,3,0,0,117,139,0.8791,15,0,0,0,0,0,2,36,0
Cedar Rapids 36,0,0,0,47,61,0.8791,0,0,0,46,59,0.8791,0,0,0,1,0,0,35,0,0,0,0,0,89,89,0.8791,9,0,0,65,80,0.8791,13,0,0,0,0,0,1,0,0
Cedar Rapids 27,0,0,0,26,37,0.4395,0,0,0,18,0,0,0,0,0,1,0,0,10,0,0,0,0,0,62,65,0.8791,6,0,0,34,40,0.8791,5,0,0,0,0,0,0,0,0
Cedar Rapids 03,3,0,0,25,0,0,0,0,0,41,56,0.4395,0,0,0,0,0,0,32,42,0.4395,0,0,0,40,44,0.4395,1,0,0,56,64,0.8791,8,0,0,1,0,0,0,0,0
Cedar Rapids 05,0,0,0,33,0,0,0,0,0,41,45,0.4395,0,0,0,0,0,0,38,51,0.4395,0,0,0,61,70,0.8791,0,0,0,50,60,0.8791,12,0,0,0,0,0,0,0,0
Cedar Rapids 37,1,0,0,33,42,0.8791,0,0,0,29,38,0.4395,0,0,0,0,0,0,23,0,0,0,0,0,55,60,0.8791,0,0,0,37,40,0.8791,6,0,0,1,0,0,1,0,0
Cedar Rapids 39,0,0,0,40,47,0.8791,0,0,0,44,55,0.8791,0,0,0,0,0,0,20,0,0,0,0,0,44,44,0.8791,2,0,0,31,37,0.8791,5,0,0,1,0,0,4,8,0
Cedar Rapids 13,0,0,0,15,13,0,0,0,0,43,58,0.4395,0,0,0,0,0,0,20,0,0,0,0,0,92,99,1.3186,2,0,0,53,65,0.8791,11,1,0,0,0,0,2,2,0
Cedar Rapids 22,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,96,115,0.8791,0,0,0,56,83,0.8791,21,0,0,0,8,0,0,0,0
Cedar Rapids 14,0,0,0,27,33,0.4395,0,0,0,49,58,0.8791,0,0,0,1,0,0,27,4,0,0,0,0,44,51,0.4395,3,0,0,47,61,0.8791,9,0,0,0,0,0,5,0,0
Robins,0,0,0,46,46,0.4395,0,0,0,65,70,0.8791,0,0,0,0,0,0,47,48,0.4395,0,0,0,23,0,0,0,0,0,42,56,0.8791,1,0,0,0,0,0,0,0,0
Marion 01,0,0,0,18,18,0,0,0,0,25,25,0.4395,0,0,0,0,0,0,22,22,0,0,0,0,58,58,0.8791,0,0,0,28,28,0.8791,9,9,0,0,0,0,0,0,0
Marion 06,0,0,0,38,52,0.8791,0,0,0,47,56,0.8791,0,0,0,0,0,0,25,0,0,0,0,0,56,57,0.8791,0,0,0,41,46,0.4395,8,0,0,0,0,0,0,0,0
Marion 11,0,0,0,31,33,0.4395,0,0,0,56,57,0.8791,0,0,0,3,0,0,31,34,0.4395,0,0,0,30,36,0.4395,3,3,0,38,41,0.4395,14,0,0,1,0,0,0,0,0
Cedar Rapids 02,0,0,0,38,39,0.4395,0,0,0,22,29,0.4395,0,0,0,1,0,0,4,0,0,0,0,0,50,52,0.8791,4,0,0,34,41,0.4395,8,0,0,0,0,0,1,1,0
Cedar Rapids 41,0,0,0,38,45,0.8791,0,0,0,56,63,0.8791,0,0,0,0,0,0,4,0,0,0,0,0,54,56,0.8791,0,0,0,32,37,0.4395,10,0,0,0,0,0,8,0,0
Cedar Rapids 18,0,0,0,12,0,0,0,0,0,20,20,0.4395,0,0,0,0,0,0,23,23,0.4395,0,0,0,36,36,0.4395,2,0,0,30,30,0.4395,9,0,0,0,0,0,0,0,0
Cedar Rapids 43,0,0,0,23,26,0.4395,0,0,0,18,23,0.4395,0,0,0,2,0,0,5,0,0,0,0,0,51,55,0.4395,0,0,0,15,20,0.4395,11,0,0,0,0,0,0,0,0
Cedar Rapids 04,0,0,0,40,42,0.4395,0,0,0,33,40,0.4395,0,0,0,0,0,0,41,42,0.4395,0,0,0,50,50,0.4395,0,0,0,43,44,0.4395,11,0,0,0,0,0,0,0,0
Marion 10,0,0,0,30,30,0.4395,0,0,0,30,33,0.4395,0,0,0,0,0,0,2,0,0,0,0,0,40,47,0.8791,1,0,0,25,25,0.4395,7,0,0,0,0,0,0,0,0
Mount Vernon north,1,0,0,21,0,0,0,0,0,49,55,0.4395,0,0,0,0,0,0,40,46,0.4395,0,0,0,42,44,0.4395,5,0,0,62,66,0.4395,5,0,0,0,0,0,12,0,0
Cedar Rapids 11,0,0,0,62,68,0.4395,0,0,0,59,77,0.8791,0,0,0,1,0,0,64,74,0.8791,0,0,0,36,0,0,4,0,0,48,68,0.4395,21,0,0,0,0,0,0,0,0
Cedar Rapids 20,0,0,0,47,54,0.8791,0,0,0,47,55,0.8791,0,0,0,0,0,0,19,0,0,0,0,0,54,58,0.8791,4,0,0,44,51,0.4395,5,0,0,0,0,0,0,0,0
Cedar Rapids 44,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,21,21,0.4395,0,0,0,15,17,0.4395,11,12,0.4395,0,0,0,0,0,0
Fairfax City,0,0,0,12,0,0,0,0,0,33,37,0.8791,0,0,0,0,0,0,24,29,0.4395,0,0,0,27,29,0.4395,0,0,0,24,24,0.4395,5,0,0,0,6,0,0,0,0
Cedar Rapids 29,0,0,0,30,34,0.4395,0,0,0,30,41,0.8791,0,0,0,0,0,0,22,0,0,0,0,0,45,47,0.8791,1,0,0,33,39,0.4395,4,0,0,0,0,0,0,0,0
Linn,0,0,0,13,13,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,7,21,0.4395,2,0,0,0,0,0,0,0,0
Cedar Rapids 08,0,0,0,20,27,0.4395,0,0,0,16,21,0.4395,0,0,0,1,0,0,4,0,0,0,0,0,45,46,0.8791,7,0,0,25,28,0.4395,10,0,0,0,6,0,0,0,0
Marion 14,0,0,0,44,48,0.4395,0,0,0,56,61,0.4395,0,0,0,0,0,0,35,41,0.4395,0,0,0,26,0,0,5,0,0,33,49,0.4395,5,0,0,0,0,0,0,5,0
Cedar Rapids 42,0,0,0,8,0,0,0,0,0,63,75,0.8791,0,0,0,0,0,0,5,0,0,0,0,0,45,51,0.8791,0,0,0,34,41,0.4395,17,0,0,0,0,0,3,0,0
Cedar Rapids 40,0,0,0,24,25,0.4395,0,0,0,23,27,0.8791,0,0,0,0,0,0,3,0,0,0,0,0,24,26,0.4395,4,0,0,23,26,0.4395,4,0,0,3,0,0,0,0,0
Cedar Rapids 15,1,0,0,42,43,0.4395,0,0,0,38,38,0.4395,0,0,0,1,0,0,37,38,0.4395,0,0,0,65,67,0.4395,0,0,0,50,54,0.4395,5,0,0,1,0,0,1,0,0
Cedar Rapids 06,0,0,0,29,0,0,0,0,0,53,65,0.8791,0,0,0,0,0,0,36,55,0.4395,0,0,0,49,60,0.8791,1,0,0,42,47,0.4395,19,0,0,0,0,0,0,0,0
Cedar Rapids 01,0,0,0,43,49,0.4395,1,0,0,47,57,0.4395,0,0,0,2,0,0,13,0,0,0,0,0,59,60,0.8791,0,0,0,29,36,0.4395,8,0,0,0,0,0,0,0,0
Marion 03,0,0,0,0,0,0,0,0,0,24,24,0.4395,0,0,0,0,0,0,28,33,0.4395,0,0,0,38,39,0.8791,0,0,0,35,35,0.4395,2,0,0,1,0,0,3,0,0
Cedar Rapids 09,0,0,0,15,0,0,0,0,0,21,49,0.8791,0,0,0,1,0,0,11,0,0,0,0,0,59,64,0.8791,3,0,0,30,32,0.4395,14,0,0,0,0,0,0,9,0
Fayette,0,0,0,6,0,0,0,0,0,14,24,0.4395,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,13,19,0.4395,2,0,0,0,0,0,0,0,0
Cedar Rapids 35,0,0,0,16,0,0,0,0,0,35,45,0.8791,0,0,0,0,0,0,22,30,0.4395,0,0,0,67,71,0.8791,2,0,0,31,37,0.4395,10,0,0,2,0,0,0,0,0
Marion 09,0,0,0,33,36,0.4395,0,0,0,23,33,0.4395,0,0,0,0,0,0,11,0,0,0,0,0,34,38,0.8791,0,0,0,28,30,0.4395,8,0,0,0,0,0,0,0,0
Cedar Rapids 32,0,0,0,23,23,0.4395,0,0,0,24,35,0.8791,0,0,0,0,0,0,6,0,0,0,0,0,44,44,0.8791,0,0,0,19,19,0.4395,5,0,0,0,0,0,2,2,0
Marion 13,0,0,0,43,48,0.4395,0,0,0,55,69,0.8791,0,0,0,0,0,0,25,0,0,0,0,0,65,68,0.8791,4,0,0,37,42,0.4395,4,0,0,0,0,0,0,0,0
Cedar Rapids 34,0,0,0,13,1,0,0,0,0,30,35,0.4395,0,0,0,2,0,0,22,36,0.4395,0,0,0,103,107,1.3186,3,0,0,49,50,0.4395,5,0,0,0,0,0,2,0,0
Cedar Rapids 38,0,0,0,5,0,0,0,0,0,30,37,0.4395,0,0,0,0,0,0,0,0,0,0,0,0,66,67,1.3186,4,0,0,26,31,0.4395,6,0,0,0,0,0,0,2,0
Marion 02,0,0,0,31,37,0.4395,0,0,0,14,10,0,0,0,0,0,0,0,12,2,0,0,0,0,41,46,0.4395,0,0,0,16,21,0.4395,2,0,0,0,0,0,0,0,0
Marion 04,0,0,0,16,16,0.4395,0,0,0,19,19,0.4395,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.4395,0,0,0,14,14,0.4395,10,0,0,0,0,0,0,0,0
Cedar Rapids 10,0,0,0,45,45,0.4395,0,0,0,50,51,0.4395,0,0,0,0,0,0,65,65,0.8791,0,0,0,63,63,0.8791,0,0,0,57,57,0.4395,1,0,0,0,0,0,0,0,0
Putnam,0,0,0,20,0,0,0,0,0,36,46,0.8791,0,0,0,0,0,0,30,36,0.4395,0,0,0,31,39,0.4395,2,0,0,18,24,0.4395,15,0,0,0,0,0,0,7,0
Total,7,1,0,1.795,1.619,21.5362,7,0,0,2.313,2.74,38.2392,0,0,0,28,1,0,1.493,1.293,15.383,0,0,0,3.143,3.243,43.5142,160,4,0,2.283,2.46,31.2063,531,29,0.4395,12,31,0,67,91,0
Southeast Louisa,0,0,0,11,21,0.3,0,0,0,10,0,0,0,0,0,0,0,0,6,1,0,0,0,0,15,16,0.3,8,0,0,10,16,0.3,29,36,0.6,0,0,0,1,0,0
Columbus Junction,0,0,0,0,0,0,0,0,0,21,21,0.3,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0.4,0,0,0,14,14,0.2,0,0,0,0,0,0,0,0,0
Grandview-Port Louisa,0,0,0,16,16,0.3,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0.2,0,0,0,12,12,0.2,0,0,0,7,10,0.2,6,0,0,0,0,0,0,0,0
West Louisa,0,0,0,13,13,0.2,0,0,0,17,20,0.3,0,0,0,0,0,0,11,11,0.2,0,0,0,11,12,0.2,0,0,0,11,11,0.2,6,0,0,0,0,0,0,2,0
Morning Sun - Marshall,0,0,0,10,10,0.2,0,0,0,7,8,0.1,0,0,0,0,0,0,2,0,0,0,0,0,6,6,0.1,0,0,0,7,8,0.1,6,6,0.1,0,0,0,1,1,0
Total,0,0,0,50,60,1,0,0,0,55,49,0.7,0,0,0,0,0,0,26,22,0.4,0,0,0,69,71,1.2,8,0,0,49,59,1,47,42,0.7,0,0,0,2,3,0
Lucas,0,0,0,12,12,0.1455,0,0,0,2,0,0,0,0,0,0,0,0,9,9,0.1455,0,0,0,8,8,0.0727,1,0,0,8,9,0.0727,0,0,0,0,0,0,0,0,0
City of Russell- Cedar and Washington Townships,0,0,0,10,10,0.2182,0,0,0,4,4,0.0727,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0727,0,0,0,4,4,0.0727,0,0,0,0,0,0,0,0,0
Wiltdamson,0,0,0,3,3,0.1455,0,0,0,4,4,0.2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0727,0,0,0,2,2,0.0727,0,0,0,0,0,0
Chariton Precinct 1,0,0,0,12,12,0.2182,0,0,0,13,13,0.2182,0,0,0,0,0,0,11,11,0.2182,0,0,0,23,23,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pine Oak Marsh,0,0,0,8,8,0.2182,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0727,0,0,0,4,4,0.0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,45,45,0.9456,0,0,0,23,21,0.5091,0,0,0,0,0,0,23,23,0.4364,0,0,0,39,39,0.5817,3,2,0.0727,12,13,0.1454,2,2,0.0727,0,0,0,0,0,0
PCT 2 DOON,0,0,0,0,0,0,0,0,0,3,3,0.1,0,0,0,0,0,0,6,6,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
PCT 6 LITTLE ROCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCT 5 LESTER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0.1,0,0,0,8,11,0.1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
PCT 1 GEORGE,0,0,0,8,8,0.2,0,0,0,6,7,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,9,0.2,0,0,0,0,0,0,0,0,0
PCT 4 LARCHWOOD,0,0,0,7,7,0.1,0,0,0,7,7,0.1,0,0,0,0,0,0,16,16,0.3,0,0,0,0,0,0,0,0,0,15,15,0.2,0,0,0,0,0,0,0,0,0
PCT 3 INWOOD,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,7,0.1,0,0,0,4,5,0.1,0,0,0,5,5,0.1,0,0,0,0,0,0,0,0,0
Total,0,0,0,16,15,0.3,0,0,0,19,17,0.3,0,0,0,0,0,0,36,41,0.6,0,0,0,19,20,0.3,0,0,0,34,29,0.5,0,0,0,0,0,0,0,2,0
Jackson-Douglas-Lincoln,1,0,0,12,15,0.12,0,0,0,19,26,0.24,0,0,0,2,0,0,12,16,0.24,0,0,0,4,0,0,9,0,0,11,12,0.12,1,0,0,0,0,0,0,2,0
South,1,0,0,17,18,0.24,0,0,0,17,18,0.24,0,0,0,0,0,0,13,13,0.12,0,0,0,11,12,0.12,3,0,0,14,15,0.12,0,0,0,0,0,0,0,0,0
Jefferson-Lee,0,0,0,17,17,0.24,0,0,0,23,24,0.24,0,0,0,1,0,0,15,16,0.12,0,0,0,15,16,0.12,1,0,0,13,15,0.12,2,0,0,1,0,0,3,3,0
Walnut-Ohio,0,0,0,0,0,0,0,0,0,13,13,0.24,0,0,0,0,0,0,5,6,0.12,0,0,0,7,9,0.12,4,0,0,5,6,0.12,0,0,0,0,0,0,0,0,0
Penn-Madison,0,0,0,11,12,0.12,0,0,0,26,27,0.36,0,0,0,0,0,0,12,14,0.24,0,0,0,13,13,0.24,0,0,0,7,12,0.24,1,0,0,4,0,0,4,0,0
Winterset 2,0,0,0,21,21,0.24,0,0,0,37,37,0.48,0,0,0,3,0,0,17,20,0.24,0,0,0,22,26,0.36,0,0,0,22,24,0.24,10,0,0,0,0,0,0,4,0
Union-Crawford-Scott,1,0,0,23,23,0.24,0,0,0,28,31,0.36,0,0,0,0,0,0,22,24,0.36,0,0,0,15,0,0,0,0,0,21,24,0.36,0,0,0,0,0,0,0,8,0
Winterset 1,0,0,0,21,26,0.36,0,0,0,47,56,0.6,0,0,0,2,0,0,14,0,0,0,0,0,24,24,0.24,4,0,0,23,29,0.36,0,0,0,0,0,0,1,1,0
Total,3,0,0,122,132,1.56,0,0,0,210,232,2.76,0,0,0,8,0,0,110,109,1.44,0,0,0,111,100,1.2,21,0,0,116,137,1.68,14,0,0,5,0,0,8,18,0
GARFIELD-LINCOLN-MADISON,0,0,0,7,8,0.16,0,0,0,11,11,0.16,0,0,0,0,0,0,2,0,0,0,0,0,6,8,0.16,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0
PRAIRIE - RICHLAND,0,0,0,0,0,0,0,0,0,8,8,0.16,0,0,0,0,0,0,8,9,0.16,0,0,0,13,16,0.16,1,0,0,3,0,0,6,6,0.16,0,0,0,0,0,0
SPRING CREEK,0,0,0,8,9,0.16,0,0,0,16,16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.16,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0
E&W DES MOINES - JEFFERSON,0,0,0,2,0,0,0,0,0,3,4,0.16,0,0,0,0,0,0,0,7,0.16,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
OSKALOOSA WARD 3 - UNIVERSITY PARK,0,0,0,14,15,0.32,0,0,0,23,28,0.48,0,0,0,0,0,0,4,1,0,0,0,0,23,26,0.48,2,0,0,14,14,0.16,11,7,0,0,0,0,0,0,0
OSKALOOSA WARD 1,0,0,0,2,0,0,0,0,0,20,23,0.32,0,0,0,0,0,0,5,0,0,0,0,0,20,20,0.32,0,0,0,13,15,0.16,12,13,0.16,0,0,0,0,0,0
ADAMS - MONROE - PLEASANT GROVE - UNION,0,0,0,4,4,0.16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,0.16,0,0,0,0,0,0,0,0,0
BLACK OAK SCOTT,0,0,0,0,0,0,0,0,0,8,13,0.16,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,5,5,0.16,0,0,0,0,0,0,0,0,0
OSKALOOSA WARD 2,0,0,0,12,3,0,0,0,0,18,22,0.16,0,0,0,0,0,0,0,0,0,0,0,0,24,26,0.32,0,0,0,24,27,0.32,22,23,0.32,0,0,0,1,0,0
OSKALOOSA WARD 4,0,0,0,23,25,0.16,0,0,0,26,28,0.32,0,0,0,0,0,0,17,27,0.16,0,0,0,38,40,0.32,3,0,0,24,29,0.32,17,0,0,0,0,0,6,5,0
Total,0,0,0,72,64,0.96,0,0,0,136,153,2.08,0,0,0,0,0,0,40,44,0.48,0,0,0,141,148,1.92,7,0,0,96,99,1.28,77,49,0.64,0,0,0,8,5,0
Indiana Township,0,0,0,4,0,0,0,0,0,8,11,0.18,0,0,0,0,0,0,3,0,0,0,0,0,4,11,0.18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Liberty,0,0,0,5,8,0.18,0,0,0,7,7,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Dallas,0,0,0,6,8,0.18,0,0,0,15,20,0.72,0,0,0,0,0,0,5,0,0,0,0,0,6,7,0.18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Knoxville Township,0,0,0,17,17,0.18,0,0,0,30,34,0.54,0,0,0,0,0,0,18,19,0.36,0,0,0,21,23,0.36,0,0,0,8,1,0,17,17,0.18,0,0,0,0,0,0
Knoxville 3,0,0,0,9,0,0,0,0,0,31,39,0.9,0,0,0,0,0,0,11,17,0.36,0,0,0,15,19,0.36,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
Clay,0,0,0,0,0,0,0,0,0,8,9,0.18,0,0,0,0,0,0,7,8,0.18,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Pella 2,0,0,0,11,0,0,0,0,0,29,34,0.36,0,0,0,0,0,0,25,31,0.36,0,0,0,20,22,0.18,0,0,0,21,24,0.36,9,0,0,0,0,0,3,0,0
Knoxville 2,0,0,0,11,11,0.18,0,0,0,20,27,0.36,0,0,0,0,0,0,11,11,0.18,0,0,0,10,0,0,0,0,0,17,22,0.36,2,0,0,0,0,0,0,0,0
Pella 3,0,0,0,18,21,0.18,0,0,0,36,37,0.36,0,0,0,1,0,0,30,32,0.36,0,0,0,18,23,0.36,2,0,0,21,23,0.18,8,0,0,0,0,0,2,0,0
Knoxville 4,0,0,0,13,13,0.18,0,0,0,25,30,0.54,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,1,0,0,6,16,0.18,1,0,0,0,0,0,0,0,0
Pella 1,0,0,0,18,21,0.18,2,0,0,39,52,0.54,0,0,0,0,0,0,15,0,0,0,0,0,24,25,0.36,0,0,0,17,21,0.18,5,0,0,0,0,0,0,0,0
Total,0,0,0,112,99,1.26,2,0,0,248,300,4.86,0,0,0,1,0,0,131,118,1.8,0,0,0,129,130,1.98,3,0,0,110,107,1.26,42,17,0.18,0,0,0,7,0,0
EDEN / LOGAN,0,0,0,5,0,0,0,0,0,32,35,0.64,0,0,0,0,0,0,10,14,0.32,0,0,0,6,10,0.16,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0
STATE CENTER,0,0,0,17,19,0.32,0,0,0,27,36,0.48,0,0,0,1,0,0,5,0,0,0,0,0,16,21,0.32,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0
TIMBER CREEK,0,0,0,9,9,0.16,0,0,0,7,7,0.16,0,0,0,0,0,0,7,7,0.16,0,0,0,5,0,0,6,6,0.16,2,0,0,0,0,0,0,0,0,0,0,0
GREEN CASTLE,0,0,0,4,0,0,0,0,0,7,11,0.16,0,0,0,0,0,0,2,8,0.16,0,0,0,6,8,0.16,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0
MARSHALLTOWN 1-1,0,0,0,12,15,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,60,1.12,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
MARSHALLTOWN 1-2,0,0,0,16,18,0.32,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,0.8,2,0,0,7,0,0,0,0,0,0,0,0,0,16,0.32
MARSHALLTOWN 3-2,2,0,0,40,46,0.8,1,0,0,31,47,0.96,0,0,0,0,0,0,23,0,0,0,0,0,57,65,1.12,0,0,0,20,0,0,0,0,0,0,0,0,0,16,0
TAYLOR,0,0,0,8,11,0.32,0,0,0,14,16,0.32,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0.16,2,0,0,2,0,0,3,0,0,0,0,0,2,2,0
BANGOR/LISCOMB,0,0,0,8,9,0.16,0,0,0,5,12,0.16,0,0,0,0,0,0,4,0,0,0,0,0,5,7,0.16,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
MARSHALLTOWN 4-1,1,0,0,24,25,0.48,0,0,0,29,33,0.64,0,0,0,0,0,0,3,0,0,0,0,0,47,59,0.96,3,0,0,8,0,0,6,0,0,0,0,0,0,0,0
JEFFERSON,0,0,0,7,8,0.16,0,0,0,10,14,0.16,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0.16,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0
MARIETTA / WASHINGTON,0,0,0,5,5,0.16,0,0,0,12,15,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
MARSHALLTOWN 2-1,1,0,0,12,0,0,0,0,0,39,55,0.8,0,0,0,0,0,0,16,0,0,0,0,0,44,45,0.64,1,0,0,18,29,0.48,3,0,0,0,0,0,1,0,0
